Time(ms),Raw_ADC
0,1856
1,1831
2,1831
3,1869
4,1918
5,1865
6,1858
7,1904
8,1925
9,1873
10,1868
11,1877
12,1901
13,1871
14,1839
15,1853
16,1859
17,1840
18,1826
19,1857
20,1871
21,1873
22,1863
23,1858
24,1866
25,1877
26,1866
27,1878
28,1856
29,1890
30,1858
31,1840
32,1871
33,1872
34,1840
35,1843
36,1838
37,1864
38,1861
39,1853
40,1898
41,1907
42,1878
43,1868
44,1869
45,1876
46,1887
47,1846
48,1836
49,1840
50,1854
51,1830
52,1821
53,1808
54,1863
55,1859
56,1855
57,1880
58,1898
59,1870
60,1856
61,1887
62,1917
63,1869
64,1851
65,1868
66,1878
67,1834
68,1829
69,1849
70,1808
71,1875
72,1866
73,1863
74,1904
75,1883
76,1869
77,1874
78,1881
79,1888
80,1863
81,1855
82,1893
83,1898
84,1838
85,1814
86,1826
87,1858
88,1866
89,1853
90,1882
91,1890
92,1878
93,1863
94,1872
95,1856
96,1888
97,1851
98,1823
99,1857
100,1843
101,1827
102,1840
103,1864
104,1907
105,1865
106,1867
107,1882
108,1891
109,1859
110,1865
111,1890
112,1872
113,1874
114,1843
115,1870
116,1841
117,1836
118,1822
119,1839
120,1830
121,1875
122,1859
123,1855
124,1905
125,1878
126,1872
127,1872
128,1894
129,1885
130,1854
131,1846
132,1895
133,1870
134,1822
135,1819
136,1840
137,1861
138,1869
139,1870
140,1869
141,1867
142,1870
143,1867
144,1859
145,1854
146,1881
147,1841
148,1826
149,1870
150,1846
151,1837
152,1823
153,1837
154,1886
155,1850
156,1856
157,1872
158,1891
159,1875
160,1869
161,1873
162,1889
163,1866
164,1829
165,1833
166,1867
167,1851
168,1835
169,1863
170,1827
171,1875
172,1856
173,1857
174,1867
175,1872
176,1855
177,1875
178,1878
179,1919
180,1857
181,1849
182,1858
183,1878
184,1829
185,1827
186,1847
187,1871
188,1871
189,1856
190,1898
191,1889
192,1872
193,1866
194,1850
195,1891
196,1889
197,1851
198,1829
199,1887
200,1850
201,1823
202,1837
203,1851
204,1877
205,1859
206,1859
207,1890
208,1918
209,1855
210,1871
211,1889
212,1893
213,1872
214,1855
215,1835
216,1872
217,1835
218,1829
219,1850
220,1837
221,1875
222,1858
223,1859
224,1919
225,1881
226,1870
227,1872
228,1882
229,1897
230,1859
231,1840
232,1865
233,1846
234,1830
235,1814
236,1846
237,1903
238,1862
239,1854
240,1840
241,1899
242,1878
243,1869
244,1871
245,1907
246,1883
247,1853
248,1834
249,1872
250,1855
251,1831
252,1839
253,1849
254,1868
255,1859
256,1861
257,1904
258,1909
259,1871
260,1872
261,1863
262,1883
263,1867
264,1834
265,1875
266,1847
267,1824
268,1821
269,1872
270,1867
271,1872
272,1859
273,1867
274,1871
275,1872
276,1867
277,1861
278,1884
279,1872
280,1855
281,1833
282,1845
283,1854
284,1842
285,1826
286,1843
287,1855
288,1860
289,1851
290,1871
291,1890
292,1872
293,1866
294,1872
295,1867
296,1873
297,1844
298,1854
299,1873
300,1856
301,1828
302,1821
303,1841
304,1911
305,1856
306,1870
307,1891
308,1879
309,1855
310,1878
311,1867
312,1907
313,1874
314,1844
315,1808
316,1841
317,1851
318,1827
319,1877
320,1829
321,1872
322,1858
323,1860
324,1847
325,1881
326,1860
327,1872
328,1871
329,1920
330,1862
331,1846
332,1843
333,1878
334,1846
335,1826
336,1840
337,1872
338,1869
339,1862
340,1845
341,1907
342,1877
343,1865
344,1872
345,1915
346,1899
347,1851
348,1843
349,1852
350,1845
351,1834
352,1844
353,1874
354,1872
355,1855
356,1854
357,1895
358,1877
359,1855
360,1856
361,1872
362,1897
363,1862
364,1840
365,1882
366,1849
367,1841
368,1833
369,1872
370,1870
371,1875
372,1861
373,1850
374,1923
375,1872
376,1862
377,1877
378,1855
379,1919
380,1851
381,1860
382,1857
383,1861
384,1835
385,1826
386,1845
387,1845
388,1867
389,1863
390,1847
391,1905
392,1872
393,1871
394,1872
395,1891
396,1891
397,1847
398,1829
399,1867
400,1841
401,1826
402,1825
403,1846
404,1883
405,1861
406,1865
407,1903
408,1872
409,1872
410,1873
411,1879
412,1879
413,1871
414,1838
415,1797
416,1858
417,1830
418,1821
419,1821
420,1882
421,1872
422,1863
423,1871
424,1872
425,1878
426,1864
427,1853
428,1894
429,1902
430,1858
431,1847
432,1859
433,1877
434,1830
435,1829
436,1842
437,1883
438,1872
439,1859
440,1885
441,1908
442,1872
443,1866
444,1861
445,1894
446,1876
447,1839
448,1835
449,1865
450,1851
451,1831
452,1832
453,1866
454,1862
455,1856
456,1861
457,1889
458,1875
459,1872
460,1869
461,1876
462,1923
463,1862
464,1849
