Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1859.4,9.7,0.0,0.0,0.0,0.0,0.0,0,
100,1858.0,7.5,0.0,0.0,0.0,0.0,0.0,0,
200,1862.1,6.9,0.0,0.0,0.0,0.0,0.0,0,
300,1860.6,8.8,0.0,0.0,0.0,0.0,0.0,0,
400,1860.2,9.1,0.0,0.0,0.0,0.0,0.0,0,
500,1858.0,87.7,0.0,202.8,2646.0,7755.0,2.0,0,
600,1872.1,107.1,0.0,207.5,3475.0,9296.0,2.0,0,
700,1894.0,101.3,0.0,92.9,3852.0,10494.0,2.0,0,
800,1942.3,151.6,0.0,40.7,3863.0,10773.0,2.0,0,
900,1904.7,154.3,0.0,38.4,3792.0,10731.0,2.0,0,
1000,1890.7,117.3,0.0,35.8,3696.0,10649.0,2.0,0,
1100,1914.5,26.5,0.0,29.8,3953.0,11271.0,2.0,0,
1200,1871.6,12.6,0.0,29.6,3953.0,11271.0,2.0,0,
1300,1861.5,8.4,0.0,29.7,3953.0,11271.0,2.0,0,
1400,1859.9,6.3,0.0,29.5,3953.0,11271.0,2.0,0,
1500,1857.3,6.8,0.0,41.6,3953.0,11271.0,2.0,0,
1600,1860.6,6.4,146.3,94.2,3953.0,11271.0,2.0,0,
1700,1860.8,6.1,146.3,101.9,3953.0,11271.0,2.0,0,
1800,1861.5,8.8,146.3,111.2,3953.0,11271.0,2.0,0,
1900,1860.4,9.7,146.3,109.4,3953.0,11271.0,2.0,0,
2000,1859.7,9.3,146.3,102.2,3953.0,11271.0,2.0,0,
2100,1862.0,297.3,146.3,91.6,1632.0,5388.0,25.0,0,
2200,1858.7,372.3,168.9,66.5,3538.0,9445.0,26.0,0,
2300,1892.8,446.0,228.2,66.3,3724.0,9336.0,27.0,0,
2400,1972.7,734.1,338.9,73.0,3370.0,8665.0,2.0,0,
2600,1910.8,114.6,407.1,30.2,3607.0,10135.0,2.0,0,
2700,1912.3,57.8,407.0,30.3,3573.0,10201.0,2.0,0,
