Time(ms),Raw_ADC
0,1968
1,2111
2,2005
3,1835
4,1694
5,1627
6,1613
7,1684
8,1600
9,1500
10,1657
11,1957
12,2064
13,2098
14,2112
15,2074
16,2006
17,2013
18,2155
19,1938
20,1832
21,1675
22,1614
23,1639
24,1669
25,1535
26,1507
27,1714
28,1965
29,2106
30,2096
31,2085
32,2029
33,2002
34,2151
35,2086
36,1892
37,1749
38,1671
39,1622
40,1657
41,1698
42,1507
43,1615
44,1875
45,1997
46,2094
47,2114
48,2087
49,1999
50,1969
51,2142
52,2077
53,1846
54,1703
55,1639
56,1601
57,1666
58,1612
59,1457
60,1605
61,1920
62,2064
63,2080
64,2113
65,2062
66,2005
67,1931
68,2128
69,1936
70,1824
71,1680
72,1628
73,1619
74,1700
75,1581
76,1494
77,1718
78,1961
79,2102
80,2106
81,2106
82,2022
83,1985
84,2149
85,2011
86,1874
87,1764
88,1643
89,1616
90,1655
91,1652
92,1499
93,1594
94,1861
95,1990
96,2113
97,2098
98,2087
99,2005
100,1942
101,2132
102,1978
103,1855
104,1680
105,1643
106,1619
107,1673
108,1606
109,1454
110,1669
111,1888
112,2075
113,2102
114,2101
115,2054
116,1986
117,2029
118,2111
119,1952
120,1818
121,1671
122,1615
123,1623
124,1701
125,1610
126,1584
127,1754
128,1986
129,2112
130,2095
131,2089
132,2041
133,1997
134,2103
135,2083
136,1841
137,1737
138,1642
139,1598
140,1647
141,1669
142,1470
143,1597
144,1808
145,1967
146,2101
147,2098
148,2089
149,2000
150,1971
151,2090
152,2027
153,1889
154,1712
155,1654
156,1623
157,1681
158,1610
159,1475
160,1635
161,1918
162,2074
163,2096
164,2100
165,2064
166,1996
167,1988
168,2089
169,1937
170,1830
171,1665
172,1615
173,306
174,1312
175,1763
176,1845
177,2198
178,2413
179,2701
180,2737
181,2530
182,2081
183,1785
184,1819
185,1753
186,1472
187,1312
188,1299
189,1398
190,1519
191,1636
192,1424
193,1597
194,1808
195,1988
196,2102
197,2101
198,2103
199,2030
200,1973
201,2153
202,2042
203,1902
204,1229
205,943
206,1840
207,2150
208,2098
209,1875
210,2215
211,2544
212,2373
213,1968
214,1923
215,1820
216,1613
217,1471
218,1667
219,1674
220,1687
221,1638
222,1621
223,1619
224,1681
225,1627
226,1599
227,1744
228,2000
229,2147
230,2149
231,2142
232,2090
233,2027
234,2146
235,3182
236,837
237,1699
238,2154
239,2127
240,2168
241,2419
242,2161
243,1834
244,1763
245,1847
246,1810
247,1625
248,1531
249,1619
250,1777
251,2023
252,1968
253,1842
254,1700
255,1639
256,1612
257,1677
258,1664
259,1494
260,1728
261,1936
262,2114
263,2135
264,2139
265,2091
266,2322
267,434
268,1839
269,2291
270,2274
271,2293
272,2448
273,2283
274,1755
275,1466
276,1378
277,1580
278,1578
279,1616
280,1772
281,1975
282,2000
283,2000
284,2126
285,2085
286,1903
287,1786
288,1685
289,1622
290,1686
291,1739
292,1529
293,1641
294,1946
295,2030
296,2139
297,2140
298,298
299,1778
300,2405
301,2659
302,2504
303,2610
304,2213
305,1629
306,1584
307,1568
308,1323
309,1008
310,1245
311,1648
312,1971
313,2084
314,2121
315,2085
316,2011
317,1963
318,2109
319,1972
320,1840
321,1708
322,1648
323,1659
324,1719
325,1593
326,1568
327,1797
328,1980
329,783
330,1589
331,2435
332,2603
333,2637
334,2972
335,2595
336,1957
337,1735
338,1523
339,1221
340,1041
341,1156
342,1243
343,1488
344,1853
345,1975
346,2128
347,2118
348,2106
349,2014
350,1995
351,2164
352,2025
353,1874
354,1725
355,1689
356,1637
357,1706
358,1641
359,1453
360,1195
361,1201
362,2179
363,2656
364,2753
365,2992
366,2400
367,1901
368,2047
369,1872
370,1535
371,1050
372,1145
373,1430
374,1622
375,1579
376,1526
377,1731
378,1953
379,2112
380,2109
381,2115
382,2060
383,2029
384,2096
385,2107
386,1920
387,1776
388,1712
389,1651
390,1684
391,2597
392,562
393,1520
394,2265
395,2512
396,3067
397,2587
398,2080
399,2023
400,1883
401,1775
402,1428
403,1395
404,1520
405,1589
