Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,Marker
0,1865.5,16.7,0.0,0.0,0.0,0.0,0.0,
100,1865.2,16.1,0.0,0.0,0.0,0.0,0.0,
200,1857.3,21.8,0.0,0.0,0.0,0.0,0.0,
300,1862.2,12.9,0.0,0.0,0.0,0.0,0.0,
400,1860.3,13.9,0.0,0.0,0.0,0.0,0.0,
500,1860.0,15.7,0.0,228.5,0.0,0.0,0.0,
600,1863.5,14.9,0.0,214.8,0.0,0.0,0.0,
700,1865.1,17.3,0.0,214.8,0.0,0.0,0.0,
800,1858.5,19.9,0.0,218.8,0.0,0.0,0.0,
900,1861.0,17.6,22.8,226.6,0.0,0.0,0.0,
1000,1867.1,17.2,22.5,228.5,0.0,0.0,0.0,
1100,1865.2,14.6,22.4,234.4,0.0,0.0,0.0,
1200,1858.5,16.6,22.3,263.7,0.0,0.0,0.0,
1300,1862.6,17.3,21.5,267.6,0.0,0.0,0.0,
1400,1860.0,20.3,22.1,244.1,0.0,0.0,0.0,
1500,1862.4,17.8,22.1,224.6,0.0,0.0,0.0,
1600,1863.7,16.4,22.3,216.8,0.0,0.0,0.0,
1700,1860.2,13.8,22.5,222.7,0.0,0.0,0.0,
1900,1863.6,16.8,22.2,226.6,0.0,0.0,0.0,
2000,1858.7,15.9,22.0,236.3,0.0,0.0,0.0,
2100,1860.8,17.1,22.3,236.3,0.0,0.0,0.0,
2200,1864.7,17.9,22.3,214.8,0.0,0.0,0.0,
2300,1860.7,19.0,22.6,199.2,0.0,0.0,0.0,
2400,1864.3,14.2,22.1,207.0,0.0,0.0,0.0,
2500,1865.2,17.8,22.0,220.7,0.0,0.0,0.0,
2600,1864.8,15.7,21.7,209.0,0.0,0.0,0.0,
2700,1865.4,17.1,21.8,197.3,0.0,0.0,0.0,
2900,1858.0,16.2,21.9,226.6,0.0,0.0,0.0,
3000,1866.8,18.2,21.9,214.8,0.0,0.0,0.0,
3100,1865.5,17.4,22.2,240.2,0.0,0.0,0.0,
3200,1860.0,15.4,22.2,248.0,0.0,0.0,0.0,
3300,1861.7,15.8,22.3,228.5,0.0,0.0,0.0,
3400,1861.3,18.7,22.3,210.9,0.0,0.0,0.0,
3500,1861.9,15.4,22.7,218.8,0.0,0.0,0.0,
3600,1859.2,17.4,22.6,199.2,0.0,0.0,0.0,
3700,1865.3,16.6,22.4,177.7,0.0,0.0,0.0,
3900,1861.2,18.0,22.5,244.1,0.0,0.0,0.0,
4000,1864.8,19.1,22.7,238.3,0.0,0.0,0.0,
4100,1860.1,13.4,22.1,226.6,0.0,0.0,0.0,
4200,1862.5,14.5,21.5,244.1,0.0,0.0,0.0,
4300,1854.9,15.1,21.5,240.2,0.0,0.0,0.0,
4400,1862.2,18.2,21.5,228.5,0.0,0.0,0.0,
4500,1867.2,18.9,21.1,210.9,0.0,0.0,0.0,
4600,1862.1,15.4,21.4,210.9,0.0,0.0,0.0,
