Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1855.2,151.6,0.0,0.0,704.0,4429.0,4.0,1,
100,1857.0,170.5,0.0,0.0,704.0,4429.0,4.0,1,
200,1864.5,97.0,0.0,0.0,694.0,4211.0,3.0,1,
300,1842.1,176.9,0.0,0.0,674.0,4216.0,4.0,1,
400,1884.0,53.6,0.0,0.0,749.0,5124.0,3.0,1,
500,1855.5,18.5,0.0,91.8,749.0,5124.0,3.0,1,
600,1859.0,14.9,0.0,91.0,749.0,5124.0,3.0,1,
700,1859.6,16.0,0.0,70.5,749.0,5124.0,3.0,1,
800,1859.7,15.9,0.0,68.1,749.0,5124.0,3.0,1,
900,1859.8,14.2,0.0,72.1,749.0,5124.0,3.0,1,
1000,1860.3,15.7,0.0,122.8,749.0,5124.0,3.0,1,
1100,1860.5,16.4,0.0,141.1,749.0,5124.0,3.0,1,
1200,1860.5,16.3,0.0,168.0,749.0,5124.0,3.0,1,
1300,1860.7,16.5,0.0,166.7,749.0,5124.0,3.0,1,
1400,1860.8,108.2,0.0,113.2,546.0,2971.0,2.0,0,
1500,1854.6,154.8,0.0,49.7,546.0,4901.0,23.0,1,
1600,1873.7,208.9,105.3,42.6,1871.0,6171.0,24.0,1,
1700,1827.0,187.2,120.4,41.8,754.0,5227.0,4.0,1,
1800,1888.4,123.2,120.3,66.1,749.0,5325.0,3.0,1,
1900,1834.6,170.0,122.1,83.1,715.0,5410.0,4.0,1,
2000,1881.5,79.8,121.1,78.7,768.0,5485.0,3.0,1,
2100,1856.0,23.1,121.1,77.9,768.0,5485.0,3.0,1,
2200,1860.0,15.7,121.1,73.5,768.0,5485.0,3.0,1,
2300,1860.5,16.6,121.1,68.7,768.0,5485.0,3.0,1,
2400,1859.9,14.5,121.1,68.0,768.0,5485.0,3.0,1,
2600,1859.8,16.9,121.1,81.3,768.0,5485.0,3.0,1,
2700,1859.3,15.7,121.2,138.6,768.0,5485.0,3.0,1,
2800,1860.2,15.4,121.2,218.4,768.0,5485.0,3.0,1,
2900,1859.4,15.6,121.1,227.2,768.0,5485.0,3.0,1,
3000,1860.2,30.0,121.1,169.7,768.0,5485.0,3.0,1,
3100,1848.9,233.7,121.1,89.2,479.0,4098.0,23.0,1,
3200,1876.1,285.6,127.4,40.4,1178.0,6100.0,25.0,0,
3300,1839.4,180.1,128.4,37.5,635.0,5186.0,5.0,1,
