Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1864.4,250.7,0.0,0.0,1707.0,7281.0,21.0,1,
100,1900.2,224.1,0.0,0.0,2669.0,8321.0,2.0,0,
200,1801.3,251.7,0.0,0.0,1573.0,7165.0,2.0,0,
300,1887.6,196.3,0.0,0.0,2097.0,7975.0,2.0,0,
400,1864.8,37.0,0.0,0.0,2096.0,6308.0,2.0,0,
500,1861.8,19.2,0.0,131.1,2096.0,6308.0,2.0,0,
600,1861.3,13.5,0.0,153.1,2096.0,6308.0,2.0,0,
700,1862.9,12.9,0.0,137.7,2096.0,6308.0,2.0,0,
800,1859.6,16.2,0.0,225.6,2096.0,6308.0,2.0,0,
900,1861.8,14.5,0.0,239.8,2096.0,6308.0,2.0,0,
1000,1861.4,13.9,0.0,239.6,2096.0,6308.0,2.0,0,
1100,1862.3,12.8,0.0,239.6,2096.0,6308.0,2.0,0,
1200,1859.2,14.2,0.0,239.7,2096.0,6308.0,2.0,0,
1300,1859.8,15.1,0.0,239.6,2096.0,6308.0,2.0,0,
1400,1831.6,78.4,0.0,238.2,1611.0,8427.0,10.0,1,
1500,1906.1,184.3,0.0,66.5,1939.0,8988.0,4.0,1,
1600,1832.9,251.0,193.8,66.5,2485.0,8883.0,4.0,1,
1700,1843.6,177.9,189.7,68.6,2187.0,9285.0,4.0,1,
1800,1872.8,152.6,166.9,100.1,2329.0,10198.0,4.0,1,
1900,1852.9,317.8,177.4,164.6,2681.0,8713.0,2.0,0,
2000,1859.7,82.3,184.9,157.6,1946.0,6363.0,2.0,0,
2100,1863.3,21.9,184.9,100.3,1946.0,6363.0,2.0,0,
2200,1860.7,16.2,184.9,85.9,1946.0,6363.0,2.0,0,
2300,1863.5,15.5,184.9,66.9,1946.0,6363.0,2.0,0,
2400,1862.8,18.3,184.9,124.9,1946.0,6363.0,2.0,0,
2600,1861.5,15.5,184.9,239.2,1946.0,6363.0,2.0,0,
2700,1862.7,14.8,185.0,239.9,1946.0,6363.0,2.0,0,
2800,1861.3,15.0,185.0,240.1,1946.0,6363.0,2.0,0,
2900,1860.8,16.8,185.0,240.0,1946.0,6363.0,2.0,0,
3000,1872.2,147.2,186.1,239.7,1523.0,8305.0,11.0,1,
3100,1860.8,173.7,185.2,74.2,2173.0,8048.0,4.0,1,
3200,1833.8,115.6,188.1,82.3,2393.0,8921.0,4.0,1,
3300,1887.6,179.6,176.9,163.4,2353.0,9611.0,4.0,1,
3400,1879.6,228.1,182.0,226.1,2748.0,8762.0,2.0,0,
3600,1879.5,73.0,171.8,211.9,1922.0,6124.0,2.0,0,
3700,1868.9,18.2,171.7,125.1,1922.0,6124.0,2.0,0,
3800,1861.5,20.3,171.7,133.4,1922.0,6124.0,2.0,0,
3900,1863.5,16.4,171.7,156.2,1922.0,6124.0,2.0,0,
4000,1861.1,15.2,171.7,155.7,1922.0,6124.0,2.0,0,
4100,1860.1,16.5,171.7,238.8,1922.0,6124.0,2.0,0,
4200,1861.1,16.7,171.7,239.4,1922.0,6124.0,2.0,0,
4300,1860.7,15.6,171.7,239.7,1922.0,6124.0,2.0,0,
4400,1862.7,17.4,171.7,239.9,1922.0,6124.0,2.0,0,
4600,1867.7,101.3,171.7,239.5,1680.0,8927.0,12.0,1,
4700,1839.7,87.4,168.5,71.2,1707.0,8392.0,11.0,1,
4800,1895.4,82.7,164.6,65.8,1964.0,8863.0,10.0,1,
4900,1829.0,128.7,169.4,67.0,2037.0,9421.0,9.0,1,
5000,1843.5,150.8,164.3,92.9,2253.0,9840.0,9.0,1,
5100,1875.5,146.8,152.6,93.3,2478.0,9891.0,4.0,1,
5200,1862.5,110.1,150.8,94.4,2050.0,6601.0,2.0,0,
5300,1859.0,21.8,149.7,135.7,2050.0,6601.0,2.0,0,
5400,1858.9,15.8,149.7,195.8,2050.0,6601.0,2.0,0,
5600,1863.5,14.1,149.7,157.7,2050.0,6601.0,2.0,0,
5700,1860.8,14.0,149.7,239.1,2050.0,6601.0,2.0,0,
5800,1863.0,14.8,149.7,239.7,2050.0,6601.0,2.0,0,
5900,1860.9,17.0,149.7,239.9,2050.0,6601.0,2.0,0,
6000,1866.2,14.8,149.7,240.0,2050.0,6601.0,2.0,0,
6100,1861.7,15.2,149.7,240.1,2050.0,6601.0,2.0,0,
6200,1860.8,12.5,149.7,240.2,2050.0,6601.0,2.0,0,
6300,1841.9,117.2,153.8,112.8,1877.0,9001.0,11.0,1,
6400,1875.6,140.7,156.7,65.7,1958.0,8717.0,10.0,1,
6600,1889.5,106.0,156.2,67.0,2202.0,9803.0,10.0,1,
6700,1865.9,99.5,150.2,93.9,2286.0,10511.0,9.0,1,
6800,1835.9,195.4,151.7,131.0,2016.0,9784.0,9.0,1,
6900,1879.5,27.9,148.5,131.4,2058.0,9984.0,10.0,1,
7000,1861.3,16.6,148.5,83.6,2058.0,9984.0,10.0,1,
7100,1861.5,15.0,148.5,81.1,2058.0,9984.0,10.0,1,
7200,1862.8,15.8,148.6,93.4,2058.0,9984.0,10.0,1,
7300,1861.2,16.5,148.6,172.7,2058.0,9984.0,10.0,1,
7400,1860.4,13.9,148.6,238.9,2058.0,9984.0,10.0,1,
7600,1861.6,15.4,148.5,239.9,2058.0,9984.0,10.0,1,
7700,1861.4,14.7,148.5,240.0,2058.0,9984.0,10.0,1,
7800,1860.4,15.5,148.6,240.0,2058.0,9984.0,10.0,1,
7900,1860.3,145.5,149.1,174.3,1552.0,9061.0,10.0,1,
8000,1853.9,99.1,145.7,46.5,1944.0,8607.0,10.0,1,
8100,1901.3,110.4,144.7,65.9,2211.0,9154.0,4.0,1,
8200,1817.7,311.5,156.0,69.2,2688.0,9571.0,3.0,1,
8300,1855.3,222.6,167.1,99.0,2217.0,10163.0,4.0,1,
8400,1865.1,199.2,178.6,98.9,2685.0,9781.0,4.0,1,
8600,1860.9,16.9,174.7,228.9,2685.0,9781.0,4.0,1,
8700,1863.2,15.4,174.7,188.8,2685.0,9781.0,4.0,1,
8800,1861.9,15.8,174.7,140.4,2685.0,9781.0,4.0,1,
8900,1864.2,13.1,174.7,189.7,2685.0,9781.0,4.0,1,
9000,1862.9,15.2,174.6,240.2,2685.0,9781.0,4.0,1,
9100,1862.2,15.0,174.6,239.9,2685.0,9781.0,4.0,1,
9200,1860.8,15.3,174.6,239.7,2685.0,9781.0,4.0,1,
9300,1861.7,15.7,174.6,240.1,2685.0,9781.0,4.0,1,
9400,1860.6,14.8,174.6,240.0,2685.0,9781.0,4.0,1,
9600,1833.0,242.2,176.6,67.4,2043.0,8858.0,4.0,1,
9700,1861.7,312.5,186.3,66.8,2502.0,9019.0,4.0,1,
9800,1843.1,203.0,192.8,69.7,2007.0,9343.0,4.0,1,
9900,1890.9,151.1,181.2,99.1,2767.0,10024.0,4.0,1,
10000,1849.2,137.3,182.3,132.6,1915.0,7387.0,2.0,0,
10100,1865.2,64.3,179.3,251.8,1585.0,5650.0,2.0,0,
10200,1861.4,20.4,179.3,227.1,1585.0,5650.0,2.0,0,
10300,1863.1,16.6,179.3,158.7,1585.0,5650.0,2.0,0,
10400,1862.3,17.3,179.3,124.4,1585.0,5650.0,2.0,0,
10600,1864.0,15.7,179.4,239.7,1585.0,5650.0,2.0,0,
10700,1860.4,15.8,179.4,239.6,1585.0,5650.0,2.0,0,
10800,1861.6,15.5,179.4,239.9,1585.0,5650.0,2.0,0,
10900,1862.9,17.2,179.4,240.0,1585.0,5650.0,2.0,0,
11000,1861.4,16.9,179.4,239.9,1585.0,5650.0,2.0,0,
11100,1858.3,428.2,182.0,239.1,1728.0,7828.0,2.0,0,
11200,1858.0,218.2,205.7,37.8,2396.0,9006.0,4.0,1,
11300,1862.7,143.7,201.4,39.7,1959.0,9334.0,4.0,1,
11400,1902.4,240.5,191.0,101.1,2512.0,8522.0,2.0,0,
11600,1877.4,269.9,194.0,251.3,2310.0,9218.0,2.0,0,
11700,1865.4,101.3,200.9,226.4,1843.0,6421.0,2.0,0,
11800,1864.0,21.5,200.9,188.2,1843.0,6421.0,2.0,0,
11900,1861.0,14.3,200.9,131.1,1843.0,6421.0,2.0,0,
12000,1860.6,15.8,200.9,104.0,1843.0,6421.0,2.0,0,
12100,1862.8,16.0,200.9,125.2,1843.0,6421.0,2.0,0,
12200,1861.8,13.2,200.9,239.7,1843.0,6421.0,2.0,0,
12300,1862.8,14.3,200.9,240.0,1843.0,6421.0,2.0,0,
12400,1861.8,15.8,200.9,240.0,1843.0,6421.0,2.0,0,
12600,1862.9,16.9,200.9,239.8,1843.0,6421.0,2.0,0,
12700,1847.2,76.0,200.3,239.7,1733.0,9156.0,11.0,1,
12800,1881.8,120.4,176.1,77.2,1837.0,9230.0,11.0,1,
12900,1840.7,150.9,175.1,66.8,1805.0,8742.0,10.0,1,
13000,1848.8,136.7,173.3,66.9,2073.0,10325.0,9.0,1,
13100,1859.6,166.1,166.7,67.2,2053.0,9338.0,10.0,1,
13200,1887.3,104.8,163.4,130.5,2147.0,9716.0,9.0,1,
13300,1837.6,122.7,149.6,94.3,2117.0,9095.0,3.0,1,
13400,1854.2,25.9,149.0,86.7,2117.0,9095.0,3.0,1,
13600,1863.2,15.9,149.0,69.9,2117.0,9095.0,3.0,1,
13700,1863.0,13.9,149.0,74.6,2117.0,9095.0,3.0,1,
13800,1864.2,14.9,149.0,239.6,2117.0,9095.0,3.0,1,
13900,1863.0,13.5,149.0,240.1,2117.0,9095.0,3.0,1,
14000,1858.6,13.1,149.0,240.1,2117.0,9095.0,3.0,1,
14100,1864.3,15.2,149.0,240.0,2117.0,9095.0,3.0,1,
14200,1859.8,14.8,149.0,240.0,2117.0,9095.0,3.0,1,
14300,1859.9,50.6,149.0,240.1,2117.0,9095.0,3.0,1,
14400,1869.7,209.8,149.0,70.6,1668.0,8852.0,11.0,1,
14600,1888.6,115.8,152.5,66.3,2189.0,9722.0,10.0,1,
14700,1868.3,115.4,151.2,67.2,2177.0,10089.0,9.0,1,
14800,1824.0,206.4,149.5,103.0,2121.0,9777.0,10.0,1,
14900,1887.9,170.3,157.9,129.9,2205.0,10312.0,9.0,1,rest_end
15000,1863.0,22.9,155.9,131.6,2243.0,10234.0,9.0,1,
15100,1862.8,15.4,155.9,93.3,2243.0,10234.0,9.0,1,
15200,1861.5,15.9,155.9,92.8,2243.0,10234.0,9.0,1,
15300,1861.6,17.2,155.9,93.3,2243.0,10234.0,9.0,1,
15400,1861.2,15.2,155.9,172.3,2243.0,10234.0,9.0,1,
15600,1858.2,16.1,155.9,239.8,2243.0,10234.0,9.0,1,
15700,1860.4,17.5,155.9,239.4,2243.0,10234.0,9.0,1,
15800,1860.8,17.5,155.9,239.3,2243.0,10234.0,9.0,1,
15900,1862.4,20.8,155.9,239.5,2243.0,10234.0,9.0,1,
16000,1846.8,92.6,155.3,108.1,1547.0,8790.0,8.0,1,
16100,1879.4,147.6,154.4,65.4,1885.0,9226.0,4.0,1,
16200,1836.3,92.6,151.1,66.4,2420.0,9673.0,4.0,1,
16300,1849.6,225.2,156.7,72.9,2199.0,9581.0,3.0,1,
16400,1873.5,189.9,161.7,130.3,2121.0,10105.0,4.0,1,
16600,1839.3,36.3,157.1,226.9,1949.0,6811.0,2.0,0,
16700,1861.3,19.8,157.2,228.6,1949.0,6811.0,2.0,0,
16800,1862.2,16.7,157.2,197.3,1949.0,6811.0,2.0,0,
16900,1862.3,16.2,157.2,150.3,1949.0,6811.0,2.0,0,
17000,1863.4,16.4,157.2,150.3,1949.0,6811.0,2.0,0,
