Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1859.0,62.7,0.0,0.0,563.0,2265.0,11.0,1,
100,1867.9,19.2,0.0,0.0,563.0,2265.0,11.0,1,
200,1863.6,16.5,0.0,0.0,563.0,2265.0,11.0,1,
300,1863.4,17.5,0.0,0.0,563.0,2265.0,11.0,1,
400,1860.4,16.0,0.0,0.0,563.0,2265.0,11.0,1,
500,1862.0,19.2,0.0,239.4,563.0,2265.0,11.0,1,
600,1862.6,14.7,0.0,240.1,563.0,2265.0,11.0,1,
700,1865.4,16.5,0.0,240.5,563.0,2265.0,11.0,1,
800,1860.9,17.4,0.0,240.4,563.0,2265.0,11.0,1,
900,1860.7,16.8,0.0,240.4,563.0,2265.0,11.0,1,
1000,1862.7,131.6,0.0,240.4,943.0,6524.0,8.0,1,
1100,1876.1,107.7,0.0,136.7,1110.0,6950.0,5.0,1,
1200,1866.1,96.4,0.0,37.8,1271.0,6835.0,3.0,1,
1300,1842.9,94.5,0.0,38.0,1500.0,7392.0,4.0,1,
1400,1841.2,63.6,0.0,45.3,1515.0,6912.0,4.0,1,
1500,1865.1,153.1,0.0,65.9,1316.0,6289.0,3.0,1,
1600,1895.2,30.5,103.1,48.6,1382.0,6293.0,4.0,1,
1700,1837.2,14.5,81.7,45.6,1382.0,6293.0,4.0,1,
1800,1863.2,14.7,81.7,41.0,1382.0,6293.0,4.0,1,
1900,1863.0,18.8,81.7,43.6,1382.0,6293.0,4.0,1,
2000,1862.3,18.7,81.7,89.8,1382.0,6293.0,4.0,1,
2100,1864.0,16.3,81.7,240.2,1382.0,6293.0,4.0,1,
2200,1860.8,20.4,81.7,240.1,1382.0,6293.0,4.0,1,
2300,1860.7,16.4,81.8,240.3,1382.0,6293.0,4.0,1,
2400,1864.7,16.7,81.8,240.8,1382.0,6293.0,4.0,1,
2600,1864.5,71.3,81.8,240.7,574.0,3889.0,7.0,1,
2700,1870.0,107.2,86.7,239.5,1088.0,6903.0,5.0,1,
2800,1827.5,103.9,83.7,38.0,1288.0,6914.0,3.0,1,
2900,1881.9,109.9,83.7,35.7,1482.0,7459.0,3.0,1,
3000,1876.5,155.1,79.8,45.7,1500.0,6687.0,4.0,1,
3100,1820.9,50.3,87.3,66.0,1483.0,6460.0,3.0,1,
3200,1863.7,34.0,81.4,41.6,1335.0,5692.0,3.0,1,
3300,1866.7,16.1,81.3,35.5,1335.0,5692.0,3.0,1,
3400,1866.1,14.2,81.2,34.6,1335.0,5692.0,3.0,1,
3600,1861.7,19.8,81.2,237.8,1335.0,5692.0,3.0,1,
3700,1865.2,17.1,81.2,240.3,1335.0,5692.0,3.0,1,
3800,1862.6,18.3,81.2,240.4,1335.0,5692.0,3.0,1,
3900,1864.8,20.4,81.2,240.4,1335.0,5692.0,3.0,1,
4000,1865.2,18.7,81.2,240.7,1335.0,5692.0,3.0,1,
4100,1864.0,15.5,81.2,240.6,1335.0,5692.0,3.0,1,
4200,1861.8,52.7,81.2,240.5,516.0,3624.0,7.0,1,
4300,1867.9,230.4,81.2,240.5,1154.0,6495.0,6.0,1,
4400,1874.5,116.1,88.6,65.9,1126.0,7191.0,6.0,1,
4600,1847.2,105.3,93.3,35.8,1590.0,8077.0,4.0,1,
4700,1845.0,45.4,94.0,38.0,1594.0,7216.0,3.0,1,
4800,1883.7,50.7,93.6,34.7,1294.0,6857.0,5.0,1,
4900,1860.4,16.2,93.4,35.3,1294.0,6857.0,5.0,1,
5000,1865.4,15.2,93.4,37.7,1294.0,6857.0,5.0,1,
5100,1866.6,16.8,93.4,89.5,1294.0,6857.0,5.0,1,
5200,1863.3,15.2,93.4,147.9,1294.0,6857.0,5.0,1,
5300,1862.9,15.0,93.4,240.2,1294.0,6857.0,5.0,1,
