Time(ms),Raw_ADC
0,1834
1,1830
2,1818
3,1840
4,1851
5,1873
6,1862
7,1866
8,1833
9,1653
10,1838
11,1785
12,1840
13,1853
14,1902
15,1897
16,1853
17,1915
18,1786
19,1785
20,1846
21,1904
22,2025
23,2183
24,2319
25,2418
26,2400
27,2255
28,2096
29,1965
30,1837
31,1758
32,1669
33,1597
34,1526
35,1533
36,1600
37,1642
38,1731
39,2037
40,1511
41,1741
42,1729
43,1771
44,1823
45,1815
46,1723
47,1600
48,1632
49,1781
50,2177
51,2175
52,2090
53,2127
54,2266
55,2357
56,2290
57,2149
58,2023
59,1890
60,1814
61,1729
62,1680
63,1655
64,1659
65,1692
66,1701
67,1712
68,1750
69,1770
70,2533
71,1392
72,1760
73,1739
74,1765
75,1824
76,1789
77,1579
78,1481
79,1662
80,2171
81,2371
82,2144
83,2042
84,2141
85,2286
86,2351
87,2223
88,2087
89,1965
90,1840
91,1791
92,1703
93,1675
94,1696
95,1719
96,1733
97,1746
98,1761
99,1765
100,1776
101,2079
102,1329
103,1758
104,1759
105,1846
106,1877
107,1755
108,1439
109,1505
110,1916
111,2332
112,2191
113,1981
114,2026
115,2167
116,2305
117,2263
118,2139
119,1979
120,1842
121,1786
122,1727
123,1680
124,1657
125,1702
126,1761
127,1783
128,1820
129,1819
130,1821
131,1835
132,1838
133,1274
134,1751
135,1814
136,1954
137,1936
138,1764
139,1523
140,1791
141,2145
142,2066
143,1808
144,1821
145,1991
146,2192
147,2309
148,2247
149,2118
150,1936
151,1808
152,1745
153,1680
154,1658
155,1673
156,1738
157,1769
158,1797
159,1835
160,1869
161,1867
162,1863
163,1851
164,1317
165,1776
166,1846
167,2032
168,2064
169,1770
170,1630
171,2046
172,2010
173,1669
174,1535
175,1749
176,2023
177,2239
178,2314
179,2246
180,2114
181,1937
182,1814
183,1689
184,1629
185,1622
186,1665
187,1712
188,1774
189,1794
190,1840
191,1891
192,1872
193,1883
194,1876
195,1285
196,1828
197,1863
198,2098
199,2077
200,1710
201,1711
202,2093
203,1855
204,1488
205,1498
206,1767
207,2064
208,2266
209,2315
210,2244
211,2098
212,1955
213,1840
214,1744
215,1669
216,1622
217,1666
218,1728
219,1747
220,1779
221,1817
222,1875
223,1892
224,1873
225,1894
226,1323
227,1840
228,1872
229,2197
230,2203
231,1817
232,2032
233,2263
234,1525
235,1125
236,1373
237,1755
238,2044
239,2217
240,2259
241,2195
242,2064
243,1946
244,1852
245,1776
246,1697
247,1712
248,1729
249,1745
250,1737
251,1775
252,1799
253,1821
254,1840
255,1872
256,1866
257,1397
258,1859
259,1779
260,2023
261,2149
262,1839
263,2177
264,2501
265,1671
266,1150
267,1306
268,1665
269,1946
270,2121
271,2192
272,2165
273,2030
274,1904
275,1869
276,1803
277,1776
278,1808
279,1815
280,1790
281,1744
282,1770
283,1754
284,1787
285,1810
286,1810
287,1861
288,1437
289,1862
290,1701
291,1867
292,1929
293,1665
294,2256
295,2628
296,1594
297,1226
298,1493
299,1808
300,1993
301,2106
302,2157
303,2128
304,2000
305,1930
306,1840
307,1776
308,1766
309,1767
310,1836
311,1877
312,1866
313,1840
314,1831
315,1850
316,1809
317,1797
318,1808
319,1600
320,1767
321,1751
322,1872
323,2042
324,1871
325,2512
326,2734
327,1357
328,1161
329,1488
330,1770
331,1953
332,2069
333,2086
334,2064
335,1974
336,1881
337,1814
338,1758
339,1747
340,1771
341,1802
342,1819
343,1847
344,1877
345,1881
346,1877
347,1845
348,1838
349,1839
350,1954
351,1699
352,1748
353,1809
354,2016
355,1889
356,2546
357,2510
358,1459
359,1245
360,1488
361,1765
362,1947
363,2063
364,2115
365,2109
366,1963
367,1845
368,1809
369,1723
370,1694
371,1722
372,1815
373,1847
374,1851
375,1862
376,1874
377,1890
378,1883
379,1879
380,1882
381,2259
382,1680
383,1747
384,1777
385,1919
386,1758
387,2405
388,2491
389,1381
390,1243
391,1554
392,1831
393,1984
394,2139
395,2224
396,2180
397,2078
398,1943
399,1863
400,1745
401,1671
402,1675
403,1728
404,1763
405,1797
406,1836
407,1842
408,1897
409,1894
410,1899
411,1914
412,2119
413,1638
414,1809
415,1823
416,2001
417,1840
418,2474
419,2377
420,1280
421,1172
422,1509
423,1808
424,1984
425,2131
426,2224
427,2218
428,2095
429,1973
430,1853
431,1747
432,1686
433,1690
434,1708
435,1686
436,1729
437,1786
438,1828
439,1867
440,1902
441,1922
442,1915
443,2033
444,1671
445,1876
446,1894
447,1997
448,1767
449,2375
450,2339
451,1391
452,1235
453,1476
454,1779
455,1936
456,2096
457,2166
458,2163
459,2067
460,1967
461,1872
462,1839
463,1795
464,1791
465,1743
466,1668
467,1703
468,1776
469,1786
470,1820
471,1857
472,1903
473,1898
474,1872
475,1533
476,1857
477,1840
478,1961
479,1788
480,2384
481,2519
482,1557
483,1287
484,1418
485,1673
486,1888
487,2017
488,2149
489,2190
490,2093
491,1997
492,1907
493,1910
494,1881
495,1872
496,1781
497,1685
498,1701
499,1759
500,1798
501,1807
502,1766
503,1790
504,1846
505,1856
506,1430
507,1888
508,1810
509,1981
510,1795
511,2262
512,2631
