Time(ms),Raw_ADC
0,1795
1,1786
2,1783
3,1808
4,1843
5,1825
6,1834
7,1934
8,1986
9,1997
10,1956
11,1962
12,1938
13,1461
14,1383
15,1926
16,2057
17,2093
18,2058
19,2065
20,2270
21,2640
22,2329
23,2033
24,1808
25,1570
26,1254
27,1233
28,1455
29,1649
30,1753
31,1866
32,1851
33,1867
34,1804
35,1791
36,1808
37,1846
38,1790
39,1833
40,1887
41,1979
42,1994
43,1940
44,2032
45,1139
46,1808
47,2057
48,2138
49,2125
50,2078
51,2309
52,2672
53,2256
54,1939
55,1655
56,1378
57,1232
58,1365
59,1589
60,1743
61,1822
62,1854
63,1872
64,1919
65,1891
66,1872
67,1853
68,1815
69,1793
70,1819
71,1856
72,1826
73,1905
74,1915
75,2985
76,1123
77,1712
78,1973
79,2091
80,2062
81,2053
82,2354
83,2831
84,2327
85,1959
86,1695
87,1415
88,1200
89,1251
90,1517
91,1742
92,1853
93,1886
94,1910
95,1916
96,1904
97,1936
98,1947
99,1922
100,1889
101,1812
102,1797
103,1802
104,1830
105,1839
106,1825
107,1232
108,1638
109,1896
110,2127
111,2207
112,2117
113,2384
114,2877
115,2375
116,1904
117,1657
118,1313
119,1104
120,1163
121,1447
122,1649
123,1873
124,1925
125,1973
126,1947
127,1927
128,1936
129,1919
130,1915
131,1971
132,1935
133,1927
134,1826
135,1810
136,1821
137,1815
138,1349
139,1275
140,1748
141,2123
142,2237
143,2106
144,2345
145,2865
146,2351
147,1947
148,1707
149,1445
150,1274
151,1262
152,1472
153,1717
154,1791
155,1778
156,1805
157,1935
158,1936
159,1946
160,1939
161,1965
162,1961
163,1939
164,1969
165,1904
166,1878
167,1857
168,1815
169,1653
170,1095
171,1651
172,1924
173,2161
174,2106
175,2290
176,2849
177,2371
178,2018
179,1722
180,1439
181,1301
182,1327
183,1581
184,1776
185,1803
186,1805
187,1811
188,1777
189,1747
190,1899
191,1975
192,1961
193,1981
194,1962
195,1947
196,1918
197,1945
198,1934
199,1840
200,2479
201,1015
202,1535
203,1891
204,2224
205,2131
206,2099
207,2762
208,2387
209,2032
210,1699
211,1410
212,1213
213,1286
214,1660
215,1835
216,1892
217,1850
218,1805
219,1790
220,1791
221,1818
222,1822
223,1893
224,1995
225,1999
226,1991
227,1955
228,1957
229,1930
230,1919
231,2125
232,1036
233,1584
234,1885
235,2222
236,2183
237,2096
238,2683
239,2205
240,1923
241,1695
242,1454
243,1200
244,1301
245,1632
246,1915
247,1957
248,1897
249,1907
250,1869
251,1804
252,1799
253,1799
254,1824
255,1818
256,1845
257,1936
258,1972
259,1984
260,1952
261,1950
262,1937
263,1222
264,1463
265,1879
266,2195
267,2208
268,2027
269,2622
270,2368
271,1958
272,1651
273,1462
274,1329
275,1339
276,1598
277,1877
278,1936
279,1899
280,1900
281,1955
282,1856
283,1899
284,1835
285,1829
286,1831
287,1850
288,1770
289,1795
290,1881
291,1899
292,1955
293,1936
294,1473
295,1282
296,1857
297,2273
298,2406
299,2118
300,2657
301,2379
302,1936
303,1635
304,1351
305,1072
306,1136
307,1525
308,1904
309,1962
310,1909
311,1920
312,1919
313,1918
314,1952
315,1949
316,1917
317,1879
318,1840
319,1824
320,1825
321,1843
322,1823
323,1876
324,1982
325,2335
326,1069
327,1792
328,2246
329,2454
330,2221
331,2603
332,2606
333,2046
334,1729
335,1382
336,1082
337,989
338,1294
339,1703
340,1878
341,1883
342,1950
343,1934
344,1946
345,1936
346,1925
347,1897
348,1943
349,1911
350,1879
351,1834
352,1809
353,1811
354,1840
355,1847
356,2784
357,1085
358,1712
359,2097
360,2383
361,2176
362,2403
363,2702
364,2261
365,1900
366,1600
367,1303
368,1072
369,1290
370,1675
371,1823
372,1772
373,1859
374,1922
375,1982
376,1969
377,1950
378,1953
379,1931
380,1921
381,2011
382,1949
383,1917
384,1834
385,1808
386,1791
387,1815
388,1114
389,1500
390,1940
391,2350
392,2231
393,2320
394,2831
395,2288
396,1913
397,1626
398,1344
399,1088
400,1378
401,1680
402,1792
403,1782
404,1807
405,1762
406,1835
407,1872
408,2000
409,1975
410,1955
411,1958
412,1941
413,1925
414,1966
415,1926
416,1829
417,1858
418,1826
419,1328
420,1140
421,1742
422,2103
423,2179
424,2115
425,2803
426,2448
427,2064
428,1801
429,1493
430,1232
431,1405
432,1659
433,1853
434,1792
435,1764
436,1777
437,1793
438,1750
439,1777
440,1883
441,1953
442,1968
443,1994
444,1991
445,1951
446,1925
447,1926
448,1959
449,1904
450,1690
451,967
452,1631
453,2064
454,2192
455,1943
456,2624
457,2527
458,2127
459,1891
460,1582
461,1279
462,1325
463,1652
464,1888
465,1859
466,1864
467,1831
468,1808
469,1777
470,1792
471,1821
472,1819
473,1872
474,1940
475,2018
476,1987
477,1954
478,1947
479,1915
480,1878
481,3020
482,976
483,1638
484,2035
485,2298
486,2000
487,2475
488,2510
489,1968
490,1810
491,1600
492,1311
493,1217
494,1526
495,1819
496,1867
497,1842
498,1898
499,1886
500,1859
501,1797
502,1808
503,1807
504,1840
505,1839
506,1834
507,1907
508,1994
509,1978
510,1936
511,1951
512,1933
513,1922
514,1952
515,1911
516,1890
517,1840
518,1802
519,1773
520,1789
521,1808
522,1791
523,1840
524,1939
525,1946
526,1952
527,1929
528,1926
529,1913
530,1897
531,1926
532,1876
533,1840
534,1802
535,1775
536,1772
537,1779
538,1819
539,1761
540,1856
541,1920
542,1947
543,1933
544,1925
545,1909
546,1894
547,1889
548,1874
549,1874
550,1843
551,1796
552,1783
553,1789
554,1788
555,1792
556,1808
557,1887
558,1936
559,1952
560,1919
561,1927
562,1911
563,1893
564,1902
565,1905
566,1831
567,1834
568,1786
569,1759
570,1781
571,1809
572,1782
573,1846
574,1913
575,1941
576,1934
577,1931
578,1926
579,1908
580,1887
581,1913
582,1877
583,1837
584,1810
585,1778
586,1776
587,1776
588,1783
589,1773
590,1854
591,1908
592,1936
593,1913
594,1921
595,1918
596,1882
597,1847
598,1920
599,1853
600,1786
601,1782
602,1760
603,1778
604,1808
605,1790
606,1785
607,1837
608,1966
609,1936
610,1921
611,1920
612,1893
613,1881
614,1923
615,1883
616,1882
617,1840
618,1776
619,1772
620,1773
621,1811
622,1810
623,1872
624,1899
625,1962
626,1938
627,1926
628,1911
629,1887
630,1877
631,1909
632,1825
633,1855
634,1799
635,1771
636,1785
637,1787
638,1787
639,1776
640,1857
641,1926
642,1933
643,1929
644,1925
645,1909
646,1882
647,1875
648,1913
649,1856
650,1812
651,1785
652,1787
653,1776
654,1806
655,1799
656,1831
657,1920
658,1933
659,1932
660,1920
661,1915
662,1903
663,1883
664,1903
665,1869
666,1882
667,1819
668,1777
669,1774
670,1781
671,1808
672,1776
673,1839
674,1889
675,1959
676,1934
677,1933
678,1910
679,1895
680,1901
681,1914
682,1862
683,1866
684,1808
685,1775
686,1763
687,1791
688,1796
689,1776
690,1869
691,1922
692,1959
693,1923
694,1920
695,1902
696,1882
697,1921
698,1919
699,1856
700,1840
701,1791
702,1776
703,1777
704,1791
705,1798
706,1808
707,1919
708,1941
709,1946
710,1921
711,1916
712,1901
713,1901
714,1957
715,1848
716,1859
717,1809
718,1776
719,1763
720,1769
721,1810
722,1786
723,1831
724,1922
725,1975
726,1946
727,1920
728,1905
729,1902
730,1898
731,1935
732,1889
733,1840
734,1804
735,1781
736,1763
737,1799
738,1798
739,1799
740,1878
741,1920
742,1933
743,1915
744,1923
745,1904
746,1880
747,1901
748,1893
749,1857
750,1855
751,1793
752,1762
753,1776
754,1799
755,1788
756,1825
757,1898
758,1971
759,1934
760,1915
761,1907
762,1909
763,1886
764,1922
765,1877
766,1838
767,1839
768,1789
769,1764
770,1776
771,1794
772,1786
773,1815
774,1875
775,1926
776,1941
777,1918
778,1904
779,1885
780,1884
781,1945
782,1877
783,1867
784,1809
785,1792
786,1777
787,1791
788,1803
789,1789
790,1877
791,1922
792,1943
793,1920
794,1919
795,1917
796,1883
797,1879
798,1935
799,1878
800,1823
801,1776
802,1766
803,1776
804,1789
805,1775
806,1817
807,1872
808,1930
809,1940
810,1922
811,1918
812,1894
813,1892
814,1895
815,1898
816,1845
817,1819
818,1787
819,1775
820,1775
821,1810
822,1782
823,1846
824,1904
825,1900
826,1939
827,1919
828,1917
829,1889
830,1889
831,1932
832,1840
833,1844
834,1808
835,1783
836,1759
837,1787
838,1810
839,1775
840,1872
841,1917
842,1942
843,1927
844,1918
845,1909
846,1887
847,1873
848,1911
849,1833
850,1862
851,1782
852,1763
853,1777
854,1802
855,1786
856,1795
857,1891
858,1873
859,1955
860,1919
861,1918
862,1904
863,1890
864,1924
865,1874
866,1843
867,1829
868,1785
869,1773
870,1783
871,1808
872,1783
873,1840
874,1852
875,1887
876,1950
877,1926
878,1920
879,1890
880,1886
881,1954
882,1874
883,1844
884,1811
885,1783
886,1759
887,1786
888,1759
889,1773
890,1855
891,1904
892,1939
893,1932
894,1925
895,1905
896,1882
897,1898
898,1875
899,1895
900,1855
901,1791
902,1787
903,1782
904,1810
905,1811
906,1771
907,1903
908,1934
909,1941
910,1918
911,1920
912,1904
913,1899
914,1885
915,1857
916,1814
917,1839
918,1781
919,1776
920,1783
921,1813
922,1829
923,1793
924,1946
925,1934
926,1941
927,1909
928,1919
929,1901
930,1872
931,1968
932,1894
933,1847
934,1795
935,1781
936,1779
937,1791
938,1834
939,1733
940,1867
941,1878
942,1936
943,1919
944,1929
945,1910
946,1888
947,1872
948,1887
949,1859
950,1840
951,1787
952,1762
953,1778
954,1798
955,1789
956,1787
957,1872
958,1910
959,1926
960,1914
961,1922
962,1904
963,1887
964,1935
965,1907
966,1822
967,1839
968,1796
969,1776
970,1789
971,1802
972,1744
973,1818
974,1895
975,1941
976,1936
977,1922
978,1922
979,1893
980,1879
981,1938
982,1914
983,1861
984,1815
985,1771
986,1783
987,1791
988,1808
989,1756
990,1867
991,1877
992,1937
993,1921
994,1921
995,1914
996,1889
997,1872
998,1910
999,1904
1000,1845
1001,1781
1002,1788
1003,1776
1004,1811
1005,1778
1006,1793
1007,1876
1008,1956
1009,1949
1010,1927
1011,1919
1012,1904
1013,1897
1014,1891
1015,1905
1016,1865
1017,1831
1018,1790
1019,1774
1020,1781
1021,1794
1022,1836
1023,1806
1024,1931
1025,1936
1026,1938
1027,1925
1028,1920
1029,1887
1030,1875
1031,1938
1032,1869
1033,1797
1034,1808
1035,1780
1036,1783
1037,1795
1038,1762
1039,1754
1040,1863
1041,1892
1042,1950
1043,1915
1044,1932
1045,1907
1046,1883
1047,1877
1048,1902
1049,1856
1050,1840
1051,1796
1052,1777
1053,1776
1054,1807
1055,1778
1056,1793
1057,1856
1058,1935
1059,1945
1060,1915
1061,1919
1062,1914
1063,1887
1064,1883
1065,1859
1066,1808
1067,1826
1068,1779
1069,1776
1070,1776
1071,1813
1072,1831
1073,1876
1074,1878
1075,1968
1076,1936
1077,1917
1078,1907
1079,1901
1080,1881
1081,1923
1082,1904
1083,1842
1084,1811
1085,1783
1086,1779
1087,1792
1088,1845
1089,1791
1090,1865
1091,1923
1092,1935
1093,1926
1094,1915
1095,1911
1096,1895
1097,1884
1098,1882
1099,1847
1100,1875
1101,1791
1102,1779
1103,1770
1104,1803
1105,1746
1106,1808
1107,1900
1108,1910
1109,1936
1110,1918
1111,1911
1112,1905
1113,1888
1114,1904
1115,1872
1116,1878
1117,1821
1118,1778
1119,1775
1120,1783
1121,1806
1122,1788
1123,1835
1124,1923
1125,1939
1126,1936
1127,1923
1128,1919
1129,1903
1130,1888
1131,1904
1132,1854
1133,1805
1134,1810
1135,1776
1136,1776
1137,1794
1138,1840
1139,1746
1140,1859
1141,1923
1142,1942
1143,1923
1144,1923
1145,1904
1146,1894
1147,1866
1148,1894
1149,1886
1150,1842
1151,1782
1152,1789
1153,1778
1154,1815
1155,1781
1156,1808
1157,1888
1158,1890
1159,1948
1160,1910
1161,1920
1162,1913
1163,1889
1164,1941
1165,1861
1166,1853
1167,1836
1168,1781
1169,1770
1170,1791
