wall_time,timestamp_ms,emg_raw,emg_env,rms,mdf,rms_slope,mdf_slope,fatigue_detected,consecutive,is_running,is_stimulating,history_count,baseline_rms,rms_ratio,muscle_state,marker
2026-07-30T17:48:18.184662,4074439,1859.73,1.668562,0,100.1909,,,false,,true,true,,,,,
2026-07-30T17:48:18.784826,4075039,1858.61,18.28496,0,65.53308,,,false,,true,true,,,,,
2026-07-30T17:48:19.807220,4076039,1855.72,5.884149,11.48168,83.87983,,,false,,true,true,,,,,
2026-07-30T17:48:20.795288,4077039,1857.14,8.478065,88.85726,36.32862,,,false,,true,true,,,,,
2026-07-30T17:48:21.786662,4078039,1864.95,22.71243,91.94374,29.56165,,,false,,true,true,,,,,
2026-07-30T17:48:22.806336,4079039,1861.39,7.522874,82.78278,132.6141,,,false,,true,true,,,,,
2026-07-30T17:48:23.797743,4080039,1863.91,141.5245,34.86113,29.07376,,,false,,true,true,,,,,
2026-07-30T17:48:24.784374,4081039,1861.71,7.08291,54.97472,122.6616,,,false,,true,true,,,,,
2026-07-30T17:48:25.806345,4082039,1859.65,8.673191,76.62688,30.0682,,,false,,true,true,,,,,
2026-07-30T17:48:26.796274,4083039,1866.91,112.6617,90.9297,78.08418,,,false,,true,true,,,,,
2026-07-30T17:48:27.792381,4084039,1861.14,3.912071,90.17814,68.98735,,,false,,true,true,,,,,
2026-07-30T17:48:28.806644,4085039,1861.28,9.024782,65.76936,26.25574,,,false,,true,true,,,,,
2026-07-30T17:48:29.827306,4086039,1861.85,130.8989,65.35124,66.92838,,,false,,true,true,,,,,
2026-07-30T17:48:30.784128,4087039,1860.78,3.99592,90.0715,30.1183,,,false,,true,true,,,,,
2026-07-30T17:48:31.808947,4088039,1853.78,22.14826,78.64825,29.81774,,,false,,true,true,,,,,
2026-07-30T17:48:32.794623,4089039,1861.22,3.024951,42.12937,86.92549,,,false,,true,true,,,,,
2026-07-30T17:48:33.028974,4089239,1861.69,33.56767,42.12998,79.48645,,,false,,true,true,,,,,rest_end
2026-07-30T17:48:33.819420,4090039,1860.09,1.559014,47.36799,149.6115,,,false,,true,true,,,,,
2026-07-30T17:48:34.805839,4091039,1849.73,4.645297,43.41971,72.71729,,,false,,true,true,,,,,
2026-07-30T17:48:35.828795,4092039,1860.22,2.147501,20.03542,100.3288,,,false,,true,true,,,,,
2026-07-30T17:48:36.784619,4093039,1845.7,18.51294,30.14406,172.2985,,,false,,true,true,,,,,
2026-07-30T17:48:37.811463,4094039,1860.38,2.383312,30.96316,73.05743,,,false,,true,true,,,,,
2026-07-30T17:48:38.794779,4095039,1859.91,2.540284,17.20685,199.0023,,,false,,true,true,,,,,
