Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1865.9,21.2,0.0,169.1,1727.0,6859.0,11.0,1,
100,1862.6,13.5,0.0,169.1,1727.0,6859.0,11.0,1,
200,1861.9,13.9,0.0,169.1,1727.0,6859.0,11.0,1,
300,1860.9,13.0,0.0,169.1,1727.0,6859.0,11.0,1,
400,1859.7,13.6,0.0,169.1,1727.0,6859.0,11.0,1,
500,1859.6,14.2,0.0,237.8,1727.0,6859.0,11.0,1,
600,1860.3,13.7,0.0,236.2,1727.0,6859.0,11.0,1,
700,1859.9,13.7,0.0,238.9,1727.0,6859.0,11.0,1,
800,1859.6,14.3,0.0,239.8,1727.0,6859.0,11.0,1,
900,1859.5,14.1,0.0,239.7,1727.0,6859.0,11.0,1,
1000,1833.5,231.1,0.0,49.5,1727.0,6859.0,11.0,1,
1100,1896.7,420.6,0.0,43.4,1294.0,4964.0,2.0,0,
1200,1855.4,367.1,0.0,43.5,1873.0,5586.0,2.0,0,
1300,1849.8,222.6,0.0,41.4,1712.0,5536.0,2.0,0,
1400,1848.9,254.7,0.0,38.6,1475.0,5144.0,2.0,0,
1500,1839.0,241.8,0.0,189.2,1477.0,5177.0,2.0,0,
1600,1881.9,83.9,231.4,254.2,814.0,2495.0,2.0,0,
1700,1861.1,14.8,231.4,189.3,814.0,2495.0,2.0,0,
1800,1860.9,13.3,231.4,93.2,814.0,2495.0,2.0,0,
1900,1861.3,13.3,231.4,75.1,814.0,2495.0,2.0,0,
2000,1858.8,13.2,231.4,50.5,814.0,2495.0,2.0,0,
2100,1858.2,13.3,231.4,239.0,814.0,2495.0,2.0,0,
2200,1859.9,12.8,231.4,239.4,814.0,2495.0,2.0,0,
2300,1859.0,13.8,231.4,226.8,814.0,2495.0,2.0,0,
2500,1859.1,13.6,231.4,238.7,814.0,2495.0,2.0,0,
2600,1827.4,120.3,227.9,105.4,814.0,2495.0,2.0,0,
2700,1907.8,177.6,220.7,150.4,2245.0,7884.0,9.0,1,
2800,1850.6,130.8,188.5,149.4,2050.0,6184.0,8.0,1,
2900,1855.0,139.2,170.1,166.1,1815.0,5967.0,8.0,1,
3000,1842.3,131.6,162.7,202.5,1655.0,5281.0,7.0,1,
3100,1851.7,102.6,149.1,201.3,1446.0,5239.0,8.0,1,
3200,1882.6,91.0,133.2,169.5,1026.0,4396.0,8.0,1,
3300,1852.3,16.3,132.2,170.3,1026.0,4396.0,8.0,1,
3500,1861.6,8.2,132.2,167.6,1026.0,4396.0,8.0,1,
3600,1858.5,8.7,132.1,147.6,1026.0,4396.0,8.0,1,
3700,1858.5,7.7,132.1,133.5,1026.0,4396.0,8.0,1,
3800,1859.5,7.2,132.0,123.3,1026.0,4396.0,8.0,1,
3900,1859.2,7.1,132.0,122.1,1026.0,4396.0,8.0,1,
4000,1859.7,6.6,132.0,130.5,1026.0,4396.0,8.0,1,
4100,1859.4,7.7,131.9,115.6,1026.0,4396.0,8.0,1,
4200,1858.8,8.2,131.9,100.4,1026.0,4396.0,8.0,1,
4300,1870.5,160.4,123.7,71.6,2194.0,8682.0,9.0,1,
4500,1848.0,109.3,119.8,106.1,1890.0,5717.0,7.0,1,
4600,1840.4,110.6,114.1,154.8,1647.0,5398.0,7.0,1,
4700,1882.6,122.6,112.6,200.3,1974.0,5963.0,8.0,1,
4800,1862.2,104.1,109.4,169.6,2085.0,5998.0,8.0,1,
4900,1844.8,11.6,113.5,201.3,1080.0,5031.0,8.0,1,
5000,1861.8,6.1,113.5,216.3,1080.0,5031.0,8.0,1,
5100,1861.5,6.1,113.5,233.2,1080.0,5031.0,8.0,1,
5200,1859.5,5.2,113.5,244.3,1080.0,5031.0,8.0,1,
5300,1857.9,7.8,113.5,217.6,1080.0,5031.0,8.0,1,
5500,1859.3,12.8,113.5,116.4,1080.0,5031.0,8.0,1,
5600,1859.8,16.1,113.6,118.1,1080.0,5031.0,8.0,1,
5700,1858.7,21.0,113.6,148.4,1080.0,5031.0,8.0,1,
5800,1860.8,16.7,113.8,83.8,1080.0,5031.0,8.0,1,
5900,1876.6,148.3,112.9,43.9,2250.0,9199.0,10.0,1,
6000,1855.6,126.0,113.0,83.5,2262.0,7389.0,8.0,1,
6100,1837.8,125.7,121.1,157.2,1865.0,5989.0,7.0,1,
6200,1849.9,93.1,123.0,195.2,1823.0,5904.0,8.0,1,
6300,1885.9,111.4,123.9,158.3,1751.0,5851.0,8.0,1,
6500,1851.5,37.3,123.4,157.9,1055.0,4714.0,7.0,1,
6600,1861.0,17.4,123.5,172.3,1055.0,4714.0,7.0,1,
6700,1860.8,15.3,123.6,195.1,1055.0,4714.0,7.0,1,
6800,1859.1,13.0,123.6,167.7,1055.0,4714.0,7.0,1,
6900,1859.5,11.4,123.7,110.5,1055.0,4714.0,7.0,1,
7000,1859.5,13.1,123.7,105.7,1055.0,4714.0,7.0,1,
7100,1860.0,15.0,123.8,105.2,1055.0,4714.0,7.0,1,
7200,1860.4,14.4,123.8,90.4,1055.0,4714.0,7.0,1,
7300,1859.8,13.2,123.8,99.7,1055.0,4714.0,7.0,1,
7500,1870.9,142.8,126.2,77.7,2181.0,8721.0,11.0,1,
7600,1839.5,136.6,132.5,155.3,2110.0,8164.0,10.0,1,
7700,1834.3,131.9,128.4,170.0,1926.0,6982.0,9.0,1,
7800,1887.3,133.4,125.2,190.3,1606.0,6069.0,8.0,1,
7900,1865.1,119.5,122.6,201.1,1864.0,5885.0,8.0,1,
8000,1852.9,195.5,124.1,172.0,2064.0,5838.0,8.0,1,
8100,1857.5,67.2,127.5,170.3,941.0,4000.0,8.0,1,
8200,1857.5,17.2,127.4,205.3,941.0,4000.0,8.0,1,
8300,1862.7,15.4,127.4,219.9,941.0,4000.0,8.0,1,
8500,1859.9,14.3,127.5,153.9,941.0,4000.0,8.0,1,
8600,1858.9,14.9,127.5,123.1,941.0,4000.0,8.0,1,
8700,1859.6,14.3,127.5,171.6,941.0,4000.0,8.0,1,
8800,1859.9,14.6,127.5,123.3,941.0,4000.0,8.0,1,
8900,1859.6,11.4,127.5,116.7,941.0,4000.0,8.0,1,
9000,1859.6,5.8,127.5,117.0,941.0,4000.0,8.0,1,
9100,1860.2,45.1,127.0,117.2,941.0,4000.0,8.0,1,
9200,1846.4,150.7,126.6,77.7,2250.0,8850.0,10.0,1,
9300,1847.3,126.4,125.2,79.4,1795.0,7111.0,8.0,1,
9500,1853.4,115.2,123.5,137.6,1886.0,6349.0,8.0,1,
9600,1855.7,206.5,120.0,151.1,1977.0,5973.0,8.0,1,
9700,1843.2,200.6,124.2,189.3,1977.0,5326.0,8.0,1,
9800,1862.7,20.8,127.4,245.5,870.0,3998.0,8.0,1,
9900,1857.4,15.0,127.2,263.6,870.0,3998.0,8.0,1,
10000,1863.5,13.7,127.3,260.7,870.0,3998.0,8.0,1,
10100,1858.7,14.8,127.3,254.1,870.0,3998.0,8.0,1,
10200,1859.2,15.4,127.3,212.8,870.0,3998.0,8.0,1,
10300,1860.3,15.6,127.3,117.1,870.0,3998.0,8.0,1,
