wall_time,timestamp_ms,emg_raw,emg_env,rms,mdf,rms_slope,mdf_slope,fatigue_detected,consecutive,is_running,is_stimulating,history_count,baseline_rms,rms_ratio,muscle_state,marker
2026-07-27T21:41:16.613565,12733345,1851.81,37.38187,0,0,,,false,,true,true,,,,,
2026-07-27T21:41:17.332903,12734045,1861.58,31.38905,0,240.2822,,,false,,true,true,,,,,
2026-07-27T21:41:18.323618,12735045,1849.11,40.29002,61.85844,177.8145,,,false,,true,true,,,,,
2026-07-27T21:41:19.316382,12736045,1859.67,57.69112,61.23393,248.487,,,false,,true,true,,,,,
2026-07-27T21:41:20.312709,12737045,1860.48,33.9679,59.24079,66.42848,,,false,,true,true,,,,,
2026-07-27T21:41:21.323208,12738045,1845.58,68.38372,54.45355,83.64017,,,false,,true,true,,,,,
2026-07-27T21:41:22.316196,12739045,1858.77,31.12868,54.46097,240.5804,,,false,,true,true,,,,,
2026-07-27T21:41:23.305765,12740045,1855.81,30.67448,53.07682,188.988,,,false,,true,true,,,,,
2026-07-27T21:41:24.323305,12741045,1861.38,95.85647,55.57333,87.90474,,,false,,true,true,,,,,
2026-07-27T21:41:25.316289,12742045,1860.6,30.28861,57.55025,195.6089,,,false,,true,true,,,,,
2026-07-27T21:41:26.306344,12743045,1853.83,68.18764,45.35354,153.5493,,,false,,true,true,,,,,
2026-07-27T21:41:27.322822,12744045,1860.09,24.61932,52.39583,239.7393,,,false,,true,true,,,,,
2026-07-27T21:41:28.316250,12745045,1860.1,20.42377,48.99055,183.0301,,,false,,true,true,,,,,
2026-07-27T21:41:29.305394,12746045,1838.91,69.11486,50.03406,67.47479,,,false,,true,true,,,,,
2026-07-27T21:41:30.322719,12747045,1859.65,29.6306,57.38943,239.8775,,,false,,true,true,,,,,
2026-07-27T21:41:31.344426,12748045,1865.41,31.37623,53.16278,124.4352,,,false,,true,true,,,,,
2026-07-27T21:41:31.524291,12748245,1860.03,30.44811,53.33116,39.79459,,,false,,true,true,,,,,rest_end
2026-07-27T21:41:32.305197,12749045,1859.74,79.2821,52.63941,209.6366,,,false,,true,true,,,,,
2026-07-27T21:41:33.323414,12750045,1860.93,32.33234,52.46706,216.0242,,,false,,true,true,,,,,
2026-07-27T21:41:34.315757,12751045,1859.85,71.56584,53.80914,91.76749,,,false,,true,true,,,,,
2026-07-27T21:41:35.305289,12752045,1861.19,32.4995,55.32738,239.4731,,,false,,true,true,,,,,
2026-07-27T21:41:36.323413,12753045,1861.16,29.7916,56.38297,168.2721,,,false,,true,true,,,,,
2026-07-27T21:41:37.315548,12754045,1864.93,83.72363,52.10038,41.91391,,,false,,true,true,,,,,
2026-07-27T21:41:38.305561,12755045,1860.87,29.4169,51.9288,240.8177,,,false,,true,true,,,,,
2026-07-27T21:41:39.322714,12756045,1874.86,48.8833,48.78651,111.0325,,,false,,true,true,,,,,
2026-07-27T21:41:40.315912,12757045,1859.86,34.03942,49.28279,237.5192,,,false,,true,true,,,,,
2026-07-27T21:41:41.333503,12758045,1859.24,32.28881,56.41064,165.1921,,,false,,true,true,,,,,
2026-07-27T21:41:42.323227,12759045,1852.03,43.16455,52.70359,93.3093,,,false,,true,true,,,,,
2026-07-27T21:41:43.315791,12760045,1860.37,32.91213,45.55149,239.2714,,,false,,true,true,,,,,
2026-07-27T21:41:44.305473,12761045,1858.41,33.29653,49.09802,66.91064,,,false,,true,true,,,,,
2026-07-27T21:41:45.322793,12762045,1859.47,62.12801,45.90054,168.9633,,,false,,true,true,,,,,
2026-07-27T21:41:46.314732,12763045,1859.97,34.74539,52.91124,241.0787,,,false,,true,true,,,,,
2026-07-27T21:41:47.305894,12764045,1872.55,59.66382,52.80313,132.4034,,,false,,true,true,,,,,
