Time(ms),Raw_ADC,ENV_Value,RMS,MDF,MW_Amp,MW_Area,MW_Latency,MW_Valid,Marker
0,1871.9,175.2,0.0,0.0,607.0,4997.0,4.0,1,
100,1853.5,151.7,0.0,0.0,637.0,4884.0,3.0,1,
200,1864.3,107.2,0.0,0.0,627.0,4634.0,4.0,1,
300,1859.3,74.6,0.0,0.0,729.0,4672.0,3.0,1,
400,1856.1,12.6,0.0,0.0,729.0,4672.0,3.0,1,
500,1860.0,3.6,0.0,94.5,729.0,4672.0,3.0,1,
600,1861.7,3.7,0.0,66.7,729.0,4672.0,3.0,1,
700,1859.9,4.3,0.0,43.5,729.0,4672.0,3.0,1,
800,1859.3,3.7,0.0,49.7,729.0,4672.0,3.0,1,
900,1859.6,3.7,0.0,91.9,729.0,4672.0,3.0,1,
1000,1860.4,3.9,0.0,68.8,729.0,4672.0,3.0,1,
1100,1859.7,3.7,0.0,84.4,729.0,4672.0,3.0,1,
1200,1859.4,3.9,0.0,76.0,729.0,4672.0,3.0,1,
1300,1861.1,2.9,0.0,85.0,729.0,4672.0,3.0,1,
1400,1867.3,67.9,0.0,78.0,725.0,4812.0,3.0,1,
1500,1837.7,108.4,0.0,67.1,838.0,5790.0,3.0,1,
1600,1886.3,103.5,91.0,67.0,775.0,4983.0,3.0,1,
1700,1840.5,158.4,81.2,69.0,1232.0,4623.0,28.0,0,
1800,1870.5,248.5,85.0,69.3,1187.0,4508.0,2.0,0,
1900,1858.9,207.3,109.9,77.0,765.0,4365.0,2.0,0,
2000,1851.1,18.1,119.5,166.6,765.0,4365.0,2.0,0,
2100,1862.3,4.1,119.5,99.8,765.0,4365.0,2.0,0,
2200,1862.6,3.6,119.5,79.5,765.0,4365.0,2.0,0,
2300,1862.4,3.1,119.4,75.2,765.0,4365.0,2.0,0,
2400,1861.4,3.7,119.4,74.4,765.0,4365.0,2.0,0,
2600,1861.3,2.8,119.4,78.0,765.0,4365.0,2.0,0,
2700,1861.0,3.6,119.4,84.0,765.0,4365.0,2.0,0,
2800,1860.8,3.9,119.4,82.1,765.0,4365.0,2.0,0,
2900,1860.5,3.2,119.4,86.3,765.0,4365.0,2.0,0,
3000,1860.7,79.6,119.5,76.3,640.0,4028.0,3.0,1,
3100,1849.2,119.3,120.4,65.9,728.0,5250.0,4.0,1,
3200,1861.3,73.5,123.2,67.4,792.0,5248.0,3.0,1,
3300,1853.6,94.4,122.6,69.3,766.0,5487.0,3.0,1,
3400,1865.2,74.7,121.9,68.5,795.0,5386.0,3.0,1,
